puzzleId	word	row	column	direction	clueContent	Edge (y/n)	Clue length	Image prompt	Image addition (if needed)	Puzzle number	Difficult word (y / n)	Art comments (build test)		
000250	E	6	1	across	Earth	Y	5			3				
000250	CANOE	7	1	across	<i>	Y	3	Image of a canoe		3				
000250	J	7	7	across	Junction	N	8			3				
000250	USE	8	1	across	Apply	Y	5			3				
000250	ADO	8	5	across	noisy fuss	N	10			3				
000250	EK	9	1	across	Eur__a	Y	6			3				
000250	ARMY	9	4	across	Military group	Y	14			3				
000250	BARBECUE	1	2	down	<i>	Y	3	Image of an outdoor barbeque 		3				
000250	AREA	1	3	down	land unit	Y	9			3				
000250	LK	1	4	down	Lion King	Y	9			3				
000250	OWL	1	6	down	<i>	Y	3	Image of an owl		3				
000250	NEEDS	1	7	down	Must-haves	Y	10			3				
000250	YEAH	1	8	down	Sure!	Y	5			3				
000250	C	1	5	down	Charlie	Y	7			3				
000250	PESO	3	5	down	Mexican money	N	13			3				
000250	LANE	4	4	down	Narrow road	N	11			3				
000250	PEAR	5	6	down	Fall fruit	N	10			3				
000250	ASK	6	3	down	Inquire	N	7			3				
000250	JOY	6	8	down	Great delight	Y	13			3				
000250	DM	7	7	down	Direct Message	N	14			3				
000250	A	8	5	down	Alpha	N	5			3				
000004	OFFENCE	2	1	across	Legal wrong	Y	11			4				
000004	RUB	3	1	across	<i>	Y	3	Image of a rubber band	text under the image: __ber bands	4		Need image of a rubber band. Or this clue would not work for a US audience. Have changed the text to accommodate rubber bands		
000004	IAN	3	5	across	__ Fleming	N	10			4				
000004	CR	4	1	across	<i>	Y	3	Image of a scroll	text under the image: S__oll	4				
000004	CORD	4	4	across	Rope piece	N	10			4				
000004	HYPE	5	1	across	Media buzz	Y	10			4				
000004	RO	5	6	across	Return on	N	9			4				
000004	E	6	1	across	Error	Y	5			4				
000004	ARROW	6	3	across	Bow's mate	N	10			4				
000004	STREET	7	1	across	Avenue	Y	6			4				
000004	TOTAL	8	1	across	Whole	Y	5			4				
000004	P	8	7	across	Pediatric	N	9			4				
000004	RF	9	1	across	<i>	Y	3	Image of a woman surfing	Text under the image: Su__	4				
000004	LINE	9	4	across	Queue	N	5			4				
000004	AUX	10	1	across	Cable type	Y	10			4				
000004	CAN	10	5	across	<i>	Y	3	Image of a metal can		4		New image added		
000004	ORCHESTRA	1	2	down	Symphony group	Y	14			4				
000004	FURY	1	3	down	<i>	Y	3	Image of a very angry emoji		4				
000004	TOFU	6	3	down	Bean curd	N	9			4				
000004	FB	1	4	down	Facebook	Y	8			4				
000004	PART	4	4	down	Piece	N	5			4				
000004	X	9	4	down	Xerography	N	10			4				
000004	E	1	5	down	Evidence	Y	8			4				
000004	CEREAL	3	5	down	Breakfast item	N	14			4				
000004	NIO	1	6	down	EV maker	Y	8			4				
000004	RELIC	5	6	down	Antique	N	7			4				
000004	CARROT	1	7	down	<i>	Y	3	Image of a carrot		4				
000004	NA	8	7	down	No Answer	N	9			4				
000004	ENDOW	1	8	down	Gift	Y	4			4				
000004	PEN	7	8	down	<i>	Y	3	Image of a pen		4				
000005	PERFECT	2	1	across	10/10	Y	5			5				
000005	HEIR	3	1	across	Inheritor	Y	9			5	y			
000005	RU	3	6	across	Rutgers Univ	N	12			5				
000005	Y	4	1	across	Yes	Y	3			5				
000005	TOWER	4	3	across	Pisa monument	N	13			5				
000005	STEW	5	1	across	Seethe	Y	6			5				
000005	AK	5	6	across	Alaska	N	6			5				
000005	IR	6	1	across	Infrared	Y	8			5				
000005	NST	6	4	across	I__ead	N	6			5	y			
000005	CAY	7	1	across	__man islands	Y	13			5				
000005	PET	7	5	across	Cat or dog	N	10			5				
000005	IDEAL	8	1	across	Best case	Y	9			5				
000005	O	8	7	across	Oxygen	N	6			5				
000005	SE	9	1	across	Special Edition	Y	15			5				
000005	WILL	9	4	across	Testament	N	9			5	y			
000005	TRUSTED	10	1	across	Credible	Y	8			5	y			
000005	PHYSICIST	1	2	down	Einstein's profession	Y	21			5				
000005	EE	1	3	down	Everything else	Y	15			5				
000005	TRADER	4	3	down	Merchant	N	8			5				
000005	RITE	1	4	down	<i>	Y	3	Image of a typewriter	Text under the image: Typew__r	5				
000005	YE	6	4	down	__ olde shoppe	N	14			5				
000005	U	9	4	down	Urban	N	5			5				
000005	FROWN	1	5	down	<i>	Y	3	Image of a frowning person		5				
000005	AWS	7	5	down	Jigs__	N	6			5				
000005	E	1	6	down	<i>	Y	3	Image of an elephant		5				
000005	W	3	6	down	Window	N	6			5				
000005	SPLIT	5	6	down	Divvy up	N	8			5	y			
000005	CREATE	1	7	down	Build	Y	5			5				
000005	LE	8	7	down	Lower East	N	10			5				
000005	TURK	1	8	down	<i>	Y	3	Image of a turkey	Text on the right of the image: __ey	5				
000005	TOLD	6	8	down	Shared a secret	Y	15			5				
000006	WHEREAS	2	1	across	In contrast	Y	11			6				
000006	EARN	3	1	across	Make money	Y	10			6				
000006	CW	3	6	across	Cold Weather	N	12			6				
000006	DRS	4	1	across	<i>	Y	3	Image of two doctors		6				
000006	STA	4	5	across	__dium	N	6			6				
000006	NP	5	1	across	Now Playing	Y	11			6				
000006	ATOP	5	4	across	Above	N	5			6				
000006	E	6	1	across	Exchange	Y	8			6				
000006	AFAR	6	3	across	At a distance	N	13			6				
000006	SWIFT	7	1	across	Singer Taylor	Y	13			6				
000006	V	7	7	across	Voyage	N	6			6				
000006	DI	8	1	across	<i>	Y	3	Image of dice	__ce	6				
000006	AIDE	8	4	across	Assistant	N	9			6				
000006	AFRICAN	9	1	across	From Kenya	Y	10			6				
000006	YEAR	10	1	across	Twelve months	Y	13			6				
000006	YT	10	6	across	Youtube	Y	7			6				
000006	WEDNESDAY	1	2	down	Tuesday follower	Y	16			6				
000006	HARP	1	3	down	<i>	Y	3	Image of a harp		6				
000006	WIFE	6	3	down	Better half	N	11			6				
000006	ERS	1	4	down	<i>	Y	3	Image of a sport team's jersey	J__ey	6				
000006	AI	5	4	down	American Idol	N	13			6				
000006	RA	8	4	down	Pa__de	N	6			6				
000006	RN	1	5	down	<i>	Y	3	Image of a corn cob	Co__	6				
000006	AFFAIR	4	5	down	Scandal	N	7			6				
000006	E	1	6	down	Evermore	Y	8			6				
000006	STATIC	3	6	down	White noise	N	11			6				
000006	ACTOR	1	7	down	Cast member	Y	11			6				
000006	DAY	7	7	down	Night and __	N	12			6				
000006	SWAP	1	8	down	Switch	Y	6			6				
000006	VENT	6	8	down	Air outlet	Y	10			6				
000251	WHISTLE	2	1	across	<i>	Y	3	Image of a whistle		7				
000251	EEL	3	1	across	Slippery fish	Y	13			7				
000251	RID	3	5	across	Free from	N	9			7				
000251	BL	4	1	across	__ackjack	Y	9			7				
000251	MILE	4	4	across	Distance unit	N	13			7				
000251	SILO	5	1	across	<i>	Y	3	Image of a silo in a farm		7				
000251	AN	5	6	across	As Needed	N	9			7				
000251	EPIC	6	3	across	Grand story	N	11			7				
000251	I	6	1	across	Italy	Y	5			7				
000251	TOAST	7	1	across	<i>	Y	3	Image of a toast popping out of a toaster		7				
000251	C	7	7	across	Common	N	6			7				
000251	ELF	8	1	across	<i>	Y	3	Image of an elf on a shelf		7				
000251	CEO	8	5	across	Chief exec. officer	N	19			7				
000251	SD	9	1	across	San Diego	Y	9			7				
000251	THEN	9	4	across	and __ there were none	Y	22			7				
000251	WEBSITES	1	2	down	Online pages	Y	12			7				
000251	HELI	1	3	down	<i>	Y	3	Image of a helicopter	__COPTER	7				
000251	IL	1	4	down	Ta__gate	Y	8			7				
000251	TRI	1	6	down	__angle	Y	7			7				
000251	LILAC	1	7	down	<i>	Y	3	Image of lilac flowers		7				
000251	EDEN	1	8	down	Garden of __	Y	12			7				
000251	S	1	5	down	Sin	Y	3			7				
000251	MOPS	3	5	down	Floor cleaners	N	14			7				
000251	LEAF	4	4	down	Green Tree part	N	15			7				
000251	ITCH	5	6	down	Scratch target	N	14			7				
000251	OLD	6	3	down	Aged	N	4			7				
000251	CON	6	8	down	Scam	Y	4			7				
000251	EE	7	7	down	Fr__zer	N	7			7				
000251	T	8	5	down	Team	N	4			7				
000008	CONGEST	2	1	across	Overcrowd	Y	9			8				
000008	OVAL	3	1	across	<i>	Y	3	Image of an oval 		8				
000008	TY	3	6	across	S__lish	N	7			8				
000008	NET	4	1	across	<i>	Y	3	Image of fishing net		8				
000008	COP	4	5	across	Police officer	N	14			8				
000008	TR	5	1	across	Tape Recorder	Y	13			8				
000008	CARE	5	4	across	Be concerned	N	12			8				
000008	E	6	1	across	Emblem	Y	6			8				
000008	COVE	6	3	across	Small bay	N	9			8				
000008	SMILE	7	1	across	<i>	Y	3	Image of a smiling face		8				
000008	T	7	7	across	Tropical	N	8			8				
000008	TO	8	1	across	Time Out	Y	8			8				
000008	LAME	8	4	across	__ duck	N	7			8				
000008	ERRATIC	9	1	across	Unpredictable	Y	13			8				
000008	DEAR	10	1	across	Letter starter	Y	14			8				
000008	NH	10	6	across	National Highway	Y	16			8				
000008	CONTESTED	1	2	down	Fought for	Y	10			8				
000008	OVER	1	3	down	Not under	Y	9			8				
000008	MORE	6	3	down	Additional	N	10			8				
000008	NAT	1	4	down	<i>	Y	3	Image of a pinata	Pi__a	8				
000008	CI	5	4	down	Cast Iron	N	9			8				
000008	RA	8	4	down	Red Alert	N	9			8				
000008	GL	1	5	down	Good luck	Y	9			8				
000008	COLLAR	4	5	down	Shirt part	N	10			8				
000008	E	1	6	down	Envelope	Y	8			8				
000008	CAVEAT	3	6	down	Warning	N	7			8				
000008	STORE	1	7	down	<i>	Y	3	Image of a grocery store		8				
000008	MIN	7	7	down	Max's opposite	N	14			8				
000008	TYPE	1	8	down	Variety	Y	7			8				
000008	TECH	6	8	down	Meta industry	Y	13			8				
000009	SHARING	2	1	across	Splitting	Y	9			9				
000009	CORN	3	1	across	<i>	Y	3	Image of a corn cob		9				
000009	AR	3	6	across	Annual Report	N	13			9				
000009	ISC	4	1	across	B__uit	Y	6			9				
000009	DNI	4	5	across	Do not include	N	14			9				
000009	EE	5	1	across	<i>	Y	3	Image of a deer	D__r	9				
000009	DENT	5	4	across	Ding	N	4			9				
000009	N	6	1	across	Neutrality	Y	10			9				
000009	DEFY	6	3	across	Challenge	N	9			9				
000009	THOSE	7	1	across	That and that	Y	13			9				
000009	T	7	7	across	Troubleshoot	N	12			9				
000009	IA	8	1	across	Internal Affairs	Y	16			9				
000009	EACH	8	4	across	Apiece	N	6			9				
000009	STARTER	9	1	across	Appetizer	Y	9			9				
000009	TENT	10	1	across	<i>	Y	3	Image of a tent		9				
000009	RU	10	6	across	Rig Up	Y	6			9				
000009	SCIENTIST	1	2	down	Bohr or Curie	Y	13			9				
000009	HOSE	1	3	down	<i>	Y	3	Image of a hose		9				
000009	HATE	6	3	down	Loathe	N	6			9				
000009	ARC	1	4	down	Rainbow shape	Y	13			9				
000009	DO	5	4	down	__ not disturb	N	14			9				
000009	AN	8	4	down	Army nurse	N	10			9				
000009	RN	1	5	down	Royal navy 	Y	11			9				
000009	DESERT	4	5	down	Sahara	N	6			9				
000009	I	1	6	down	Inoculate	Y	9			9				
000009	DEFEAT	3	6	down	Take down	N	9			9				
000009	NANNY	1	7	down	Sitter	Y	6			9				
000009	CER	7	7	down	Sau__	N	5			9				
000009	GRIT	1	8	down	Courage	Y	7			9				
000009	THRU	6	8	down	Drive-__	Y	8			9				
000010	DISMISS	2	1	across	Brush aside	Y	11			10				
000010	ICON	3	1	across	Symbol	Y	6			10				
000010	NW	3	6	across	North west	N	10			10				
000010	SEN	4	1	across	<i>	Y	3	Image of a gift	Pre__t	10				
000010	BOA	4	5	across	Feather wrap	N	12			10				
000010	GD	5	1	across	Granddaughter	Y	13			10				
000010	BARN	5	4	across	Farm storage	N	12			10				
000010	U	6	1	across	Usual	Y	5			10				
000010	SECT	6	3	across	Faction	N	7			10				
000010	STUCK	7	1	across	Glued	Y	5			10				
000010	W	7	7	across	Wholesale	N	9			10				
000010	TA	8	1	across	<i>	Y	3	Image of tally marks depicting 5	__lly	10		Tally marks need to be fixed- should be straight lines		
000010	OUCH	8	4	across	Pained cry	N	10			10				
000010	EXAMPLE	9	1	across	Specimen	Y	8			10				
000010	DINE	10	1	across	Feast	Y	5			10				
000010	UN	10	6	across	User Name	Y	9			10				
000010	DISGUSTED	1	2	down	Repulsed	Y	8			10				
000010	ICED	1	3	down	<i>	Y	3	Image of a glass of iced tea	__ tea	10				
000010	TAXI	6	3	down	Cab	N	3			10				
000010	SON	1	4	down	Junior, to senior	Y	17			10				
000010	SU	5	4	down	Start up	N	8			10				
000010	AN	8	4	down	A, __, the	N	10			10				
000010	MN	1	5	down	Mobile Node	Y	11			10				
000010	BECOME	4	5	down	Turn into	N	9			10				
000010	I	1	6	down	Interconnect	Y	12			10				
000010	BACKUP	3	6	down	Alternative	N	11			10				
000010	SNORT	1	7	down	Pig noise	Y	9			10				
000010	CLU	7	7	down	Circuit Line Up	N	15			10				
000010	SWAN	1	8	down	<i>	Y	3	Image of a swan		10				
000010	WHEN	6	8	down	Question of time	Y	16			10				
000252	HAMMOCK	2	1	across	<i>	Y	3	Image of a hammock		11				
000252	AMY	3	1	across	Actress __ Adams 	Y	17			11				
000252	OLE	3	5	across	ultravi__t	N	10			11				
000252	LB	4	1	across	Little brother	Y	14			11				
000252	CHAP	4	4	across	English fellow	N	14			11				
000252	FISH	5	1	across	<i>	Y	3	Image of a fish		11				
000252	ST	5	6	across	Saint	N	5			11				
000252	PASS	6	3	across	Fail opposite	N	13			11				
000252	M	6	1	across	Meta	Y	4			11				
000252	OPERA	7	1	across	<i>	Y	3	Image of the sydney opera house	__ HOUSE	11				
000252	E	7	7	across	Eminem	N	6			11				
000252	ODD	8	1	across	1, 3, 5, 7	Y	10			11				
000252	NUT	8	5	across	Hazel__	N	7			11				
000252	NF	9	1	across	No fear	Y	7			11				
000252	MEGA	9	4	across	Very large	Y	10			11				
000252	HALFMOON	1	2	down	<i>	Y	3	Image of a halfmoon emoji		11				
000252	AMBI	1	3	down	__dextrous	Y	10			11				
000252	MY	1	4	down	Oh __ god	Y	9			11				
000252	OOH	1	6	down	Wow!	Y	4			11				
000252	CLASS	1	7	down	<i>	Y	3	Image of a classroom with a blackboard and a desk	__ROOM	11				
000252	KEPT	1	8	down	Placed	Y	6			11				
000252	M	1	5	down	Munich	Y	6			11				
000252	CHAR	3	5	down	BBQ mark	N	8			11				
000252	SPED	4	4	down	Zoomed past	N	11			11				
000252	SANE	5	6	down	of sound mind	N	13			11				
000252	PDF	6	3	down	Acrobat format	N	14			11				1
000252	ETA	6	8	down	Expected time of arr.	Y	21			11				1
000252	UG	7	7	down	Under grad.	N	11			11				1
000252	M	8	5	down	Management	N	10			11				1
000012	SUFFICE	2	1	across	Be enough	Y	9			12	y			
000012	TIER	3	1	across	<i>	Y	3	Image of a tiered cake	Arrow pointing to one of the tiers	12				
000012	AX	3	6	across	Synt__	N	6			12				
000012	Y	4	1	across	Texter's why	Y	12			12				
000012	ROUTE	4	3	across	Way to go	N	9			12				
000012	LENS	5	1	across	<i>	Y	3	Image of a camera lens		12				
000012	TC	5	6	across	Take care	N	9			12				
000012	IA	6	1	across	Internet Archive	Y	16			12				
000012	TML	6	4	across	Too Much Love	N	13			12				
000012	SSW	7	1	across	<i>	Y	3	Image of a compass pointing at 202.5 degree		12	y			
000012	AER	7	5	across	__oplane	N	8			12				
000012	TITAN	8	1	across	<i>	Y	3	Image of a ship	Text under the image: __ic	12				
000012	I	8	7	across	_ love you	N	10			12				
000012	IL	9	1	across	p__ot	Y	5			12				
000012	AGED	9	4	across	Elderly	N	7			12				
000012	CYCLONE	10	1	across	Storm	Y	5			12	y			
000012	STYLISTIC	1	2	down	Artful	Y	6			12				
000012	UI	1	3	down	University of Iowa	Y	18			12				
000012	EASILY	4	3	down	Simply	N	6			12	y			
000012	FERN	1	4	down	<i>	Y	3	Image of fern plant		12	y			
000012	WT	6	4	down	Weight	N	6			12				
000012	C	9	4	down	Celsius	N	7			12				
000012	FROST	1	5	down	Poet Robert __	Y	14			12				
000012	AAL	7	5	down	Avg Annual Loss	N	15			12				
000012	I	1	6	down	Iodine	Y	6			12				
000012	U	3	6	down	Texter's you	N	12			12				
000012	MANGO	5	6	down	Tropical fruit	N	14			12				
000012	CATTLE	1	7	down	Dairy animals	Y	13			12				
000012	EN	8	7	down	English	N	7			12				
000012	EXEC	1	8	down	__utive	Y	7			12	y			
000012	RIDE	6	8	down	Carnival feature	Y	16			12				
000013	PARTAKE	2	1	across	Join	Y	4			13	y			
000013	RCO	3	1	across	Recruitment Office	Y	18			13				
000013	YEL	3	5	across	__low	N	5			13				
000013	ON	4	1	across	<i>	Y	3	Image of a spoon	Text under the image: spo__	13				
000013	SEED	4	4	across	Plant starter	N	13			13				
000013	MERE	5	1	across	Only	Y	4			13				
000013	PE	5	6	across	Private Equity	N	14			13				
000013	I	6	1	across	Myself	Y	6			13				
000013	ORDER	6	3	across	Decorum	N	7			13				
000013	SILVER	7	1	across	<i>	Y	3	Image of a silver medal		13				
000013	INLET	8	1	across	Bay area	Y	8			13	y			
000013	X	8	7	across	Ten	N	3			13				
000013	NT	9	1	across	Network Traffic	Y	15			13				
000013	REAP	9	4	across	Gather crops	N	12			13	y			
000013	GOT	10	1	across	America's __ Talent	Y	19			13				
000013	RAS	10	5	across	<i>	Y	3	Image of two tiaras	Text under the image: Tia__	13				
000013	PROMISING	1	2	down	Hopeful	Y	7			13				
000013	ACNE	1	3	down	<i>	Y	3	Image of a face with acne		13				
000013	INTO	6	3	down	Interested	N	10			13				
000013	RO	1	4	down	P__ject	Y	7			13				
000013	ROLL	4	4	down	Dice throw	N	10			13	y			
000013	T	9	4	down	Transformation	N	14			13				
000013	T	1	5	down	<i>	Y	3	Image of a tshirt		13				
000013	SERVER	3	5	down	Web host	N	8			13				
000013	AYE	1	6	down	Pirate's yes	Y	12			13				
000013	DETER	5	6	down	Prevent	N	7			13	y			
000013	KEEPER	1	7	down	Goalie	Y	6			13				
000013	AA	8	7	down	Battery type	N	12			13				
000013	ELDER	1	8	down	Family head	Y	11			13				
000013	XPS	7	8	down	Xerox Printers	Y	14			13	y			
000014	EVIDENT	2	1	across	Obvious	Y	7			14				
000014	PINE	3	1	across	<i>	Y	3	image of a pine tree		14				
000014	EO	3	6	across	Essential Oil	N	13			14				
000014	I	4	1	across	Oneself	Y	7			14				
000014	TANGO	4	3	across	Latin dance	N	11			14	y			
000014	SPEC	5	1	across	Specification	Y	13			14				
000014	LL	5	6	across	Lower Left	N	10			14				
000014	CHROME	6	1	across	Google __ (browser)	Y	19			14				
000014	O	7	1	across	Round letter	Y	12			14				
000014	ENACT	7	3	across	Make law	N	8			14				
000014	PAS	8	1	across	<i>	Y	3	Image of a chocolate pastry	Text under the image: __try	14				
000014	CTI	8	5	across	Ta__c	N	5			14				
000014	ALTERED	9	1	across	Made fit	Y	8			14	y			
000014	LW	10	1	across	Left wing	Y	9			14				
000014	NODE	10	4	across	Link spot	Y	9			14	y			
000014	EPISCOPAL	1	2	down	Open __ Church	Y	14			14	y			
000014	VI	1	3	down	<i>	Y	3	Image of a vial 	Text under the image: __al	14				
000014	PH	4	3	down	Acidity scale	N	13			14				
000014	ALW	7	3	down	Me__orm	N	7			14				
000014	INTEREST	1	4	down	Loan cost	Y	9			14				
000014	DEACON	1	5	down	Church aid	Y	10			14	y			
000014	EN	8	5	down	Prefix with case	N	16			14				
000014	E	1	6	down	<i>	Y	3	Image of a compass with a circle around E		14		Image not appearing		
000014	N	3	6	down	Network	N	7			14				
000014	MACRO	5	6	down	Large	N	5			14	y			
000014	NEGLECTED	1	7	down	Ignored	Y	7			14				
000014	TOOL	1	8	down	<i>	Y	3	Image of a tool box	Text under the image: __ box	14				
000014	TIDE	6	8	down	Moon's pull	Y	11			14				
000253	RAGGEDY	2	1	across	<i>	Y	3	Image of a raggedy ann doll 	__ ann 	15				
000253	ACE	3	1	across	Highest card 	Y	13			15				
000253	ARA	3	5	across	C__mel 	N	7			15				
000253	IN	4	1	across	__door	Y	6			15				
000253	DRAW	4	4	across	Doodle	N	6			15				
000253	NEMO	5	1	across	Pixar fish 	Y	11			15				
000253	MN	5	6	across	Autu__	N	6			15				
000253	ASIA	6	3	across	Bali's setting	N	14			15				
000253	C	6	1	across	Chapter	Y	7			15				
000253	OFTEN	7	1	across	Frequently 	Y	11			15				
000253	A	7	7	across	Advanced	N	8			15				
000253	AAH	8	1	across	Relieved sigh	Y	13			15				
000253	CAN	8	5	across	Tin container	N	13			15				
000253	TV	9	1	across	<i>	Y	3	Image of TV console 		15				
000253	SHUT	9	4	across	Closed 	Y	7			15				
000253	RAINCOAT	1	2	down	<i>	Y	3	Image of a raincoat 		15				
000253	ACNE	1	3	down	Pimples 	Y	8			15				
000253	GE	1	4	down	__ntleman	Y	9			15				
000253	EAR	1	6	down	<i>	Y	3	Image of an ear 		15				
000253	DRAMA	1	7	down	Theater or play 	Y	16			15				
000253	YAWN	1	8	down	<i>	Y	3	Image of a person yawning 		15				
000253	G	1	5	down	Gasoline	Y	8			15				
000253	DOSE	3	5	down	Hearing organ	N	13			15				
000253	MATH	4	4	down	Algebra 	N	8			15				
000253	INCH	5	6	down	2.54 cms	N	8			15				
000253	FAV	6	3	down	__orite 	N	8			15				1
000253	ANT	6	8	down	Colony insect	Y	13			15				1
000253	AU	7	7	down	__thor 	N	7			15				1
000253	S	8	5	down	Sierra	N	6			15				1
000016	PODCAST	2	1	across	Talk show	Y	9			16				
000016	RAIL	3	1	across	<i>	Y	3	Image of a train track		16				
000016	TI	3	6	across	... fa so la __	N	15			16				
000016	E	4	1	across	East	Y	4			16				
000016	VOCAL	4	3	across	Verbal	N	6			16				
000016	DRAW	5	1	across	Tie	Y	3			16	y			
000016	TT	5	6	across	Table tennis	N	12			16				
000016	IE	6	1	across	Internal error	Y	14			16				
000016	NSU	6	4	across	Norfolk State Uni.	N	18			16	y			
000016	CLY	7	1	across	Cata__sm	Y	8			16				
000016	TED	7	5	across	__ Talks	N	8			16				
000016	TASTE	8	1	across	Flavor	Y	6			16				
000016	U	8	7	across	Unit	N	4			16				
000016	OT	9	1	across	Over time	Y	9			16				
000016	BEAK	9	4	across	Bird's mouth	N	12			16				
000016	REVERSE	10	1	across	<i>	Y	3	Image of a stick shift	Text on the right of the image: R	16				
000016	PREDICTOR	1	2	down	Prophet or oracle	Y	17			16	y			
000016	OA	1	3	down	<i>	Y	3	Image of a road	Text under the image: R__d	16				
000016	RELATE	4	3	down	Connect	N	7			16				
000016	DIVA	1	4	down	Opera star	Y	10			16				
000016	YS	6	4	down	Yard sale	N	9			16				
000016	V	9	4	down	Velocity	N	8			16				
000016	CLOWN	1	5	down	<i>	Y	3	Image of a clown		16				
000016	TBE	7	5	down	To be exact	N	11			16				
000016	A	1	6	down	Ampere	Y	6			16				
000016	C	3	6	down	Converge	N	8			16				
000016	STEER	5	6	down	Drive	N	5			16	y			
000016	STATUE	1	7	down	<i>	Y	3	Image of statue of liberty	Text to the right of the image: __ of Liberty	16		Single blank		
000016	AS	8	7	down	Also known __	N	13			16				
000016	TILT	1	8	down	Slant	Y	5			16				
000016	DUKE	6	8	down	Nobleman	Y	8			16	y			
000017	PARTNER	2	1	across	Ally	Y	4			17	y			
000017	AZ	3	1	across	Arizona	Y	7			17				
000017	ROAD	3	4	across	Highway	N	7			17				
000017	RACER	4	1	across	<i>	Y	3	Image of a motorcycle racer in full speed		17				
000017	X	4	7	across	Variable value	N	14			17				
000017	A	5	1	across	Good grade	Y	10			17				
000017	SAME	5	3	across	Ditto	N	5			17				
000017	LIST	6	1	across	Shopper's aid	Y	13			17				
000017	ZM	6	6	across	Zambia	N	6			17	y			
000017	YZ	7	1	across	Last letters	Y	12			17				
000017	IDEA	7	4	across	Thought	N	7			17				
000017	SALSA	8	1	across	<i>	Y	3	Image of a salsa dancer		17				
000017	T	8	7	across	Tea	N	3			17				
000017	I	9	1	across	<i>	Y	3	Image of a pie	Text under the image: P_e	17				
000017	EERIE	9	3	across	Chilling	N	8			17	y			
000017	SYM	10	1	across	Symbol	Y	6			17				
000017	TYR	10	5	across	Norse god	Y	9			17				
