puzzleId	word	row	column	direction	clueContent
000305	SAR	4	1	across	NA
000305	HMS	4	5	across	NA
000305	IR	5	1	across	NA
000305	BEET	5	4	across	NA
000305	S	6	1	across	NA
000305	NERD	6	3	across	NA
000305	TRACE	7	1	across	NA
000305	A	7	7	across	NA
000305	AEROBIC	8	1	across	NA
000305	NA	9	1	across	NA
000305	MYTH	9	4	across	NA
000305	TREE	10	1	across	NA
000305	TE	10	6	across	NA
000305	ASSISTANT	1	2	down	NA
000305	STAR	1	3	down	NA
000305	REAR	6	3	down	NA
000305	TAR	1	4	down	NA
000305	NAR	5	4	down	NA
000305	E	9	4	down	NA
000305	OT	1	5	down	NA
000305	BECOME	4	5	down	NA
000305	U	1	6	down	NA
000305	HEREBY	3	6	down	NA
000305	NAMED	1	7	down	NA
000305	ITT	7	7	down	NA
000305	DUST	1	8	down	NA
000305	ACHE	6	8	down	NA
000306	CHEMIST	2	1	across	NA
000306	HOSE	3	1	across	NA
000306	TE	3	6	across	NA
000306	ALA	4	1	across	NA
000306	YEN	4	5	across	NA
000306	RE	5	1	across	NA
000306	MEET	5	4	across	NA
000306	A	6	1	across	NA
000306	TEAR	6	3	across	NA
000306	CLEAR	7	1	across	NA
000306	O	7	7	across	NA
000306	TANGLED	8	1	across	NA
000306	EN	9	1	across	NA
000306	EYED	9	4	across	NA
000306	REAR	10	1	across	NA
000306	LS	10	6	across	NA
000306	CHARACTER	1	2	down	NA
000306	HOLE	1	3	down	NA
000306	LANE	6	3	down	NA
000306	ESA	1	4	down	NA
000306	TEN	5	4	down	NA
000306	A	9	4	down	NA
000306	ME	1	5	down	NA
000306	MEAGER	4	5	down	NA
000306	I	1	6	down	NA
000306	YEARLY	3	6	down	NA
000306	STEER	1	7	down	NA
000306	EEL	7	7	down	NA
000306	TENT	1	8	down	NA
000306	ODDS	6	8	down	NA
000307	SWEDISH	2	1	across	NA
000307	TILE	3	1	across	NA
000307	LA	3	6	across	NA
000307	RNS	4	1	across	NA
000307	CAT	4	5	across	NA
000307	EE	5	1	across	NA
000307	CONE	5	4	across	NA
000307	S	6	1	across	NA
000307	CHUG	6	3	across	NA
000307	SNEER	7	1	across	NA
000307	B	7	7	across	NA
000307	FORESEE	8	1	across	NA
000307	UV	9	1	across	NA
000307	SEAL	9	4	across	NA
000307	LARE	10	1	across	NA
000307	TT	10	6	across	NA
000307	STRESSFUL	1	2	down	NA
000307	WINE	1	3	down	NA
000307	NOVA	6	3	down	NA
000307	ELS	1	4	down	NA
000307	CER	5	4	down	NA
000307	R	9	4	down	NA
000307	DE	1	5	down	NA
000307	CHEESE	4	5	down	NA
000307	I	1	6	down	NA
000307	COURSE	3	6	down	NA
000307	SLANG	1	7	down	NA
000307	EAT	7	7	down	NA
000307	HATE	1	8	down	NA
000307	BELT	6	8	down	NA
000308	CAPTURE	2	1	across	NA
000308	RIME	3	1	across	NA
000308	OA	3	6	across	NA
000308	ADS	4	1	across	NA
000308	PTS	4	5	across	NA
000308	FE	5	1	across	NA
000308	SLOT	5	4	across	NA
000308	T	6	1	across	NA
000308	DOER	6	3	across	NA
000308	SCOLD	7	1	across	NA
000308	I	7	7	across	NA
000308	MANAGED	8	1	across	NA
000308	AM	9	1	across	NA
000308	CELL	9	4	across	NA
000308	NINE	10	1	across	NA
000308	AE	10	6	across	NA
000308	CRAFTSMAN	1	2	down	NA
000308	AIDE	1	3	down	NA
000308	CAMI	6	3	down	NA
000308	PMS	1	4	down	NA
000308	DON	5	4	down	NA
000308	N	9	4	down	NA
000308	TE	1	5	down	NA
000308	SOLACE	4	5	down	NA
000308	U	1	6	down	NA
000308	PLEDGE	3	6	down	NA
000308	ROTOR	1	7	down	NA
000308	ELA	7	7	down	NA
000308	EAST	1	8	down	NA
000308	IDLE	6	8	down	NA
000309	PAGEANT	2	1	across	NA
000309	RIPE	3	1	across	NA
000309	EA	3	6	across	NA
000309	ADS	4	1	across	NA
000309	DEL	4	5	across	NA
000309	CE	5	1	across	NA
000309	CEDE	5	4	across	NA
000309	T	6	1	across	NA
000309	MESS	6	3	across	NA
000309	INANE	7	1	across	NA
000309	P	7	7	across	NA
000309	CONTROL	8	1	across	NA
000309	AV	9	1	across	NA
000309	ETNA	9	4	across	NA
000309	LAIR	10	1	across	NA
000309	AN	10	6	across	NA
000309	PRACTICAL	1	2	down	NA
000309	AIDE	1	3	down	NA
000309	NOVA	6	3	down	NA
000309	GPS	1	4	down	NA
000309	MAN	5	4	down	NA
000309	I	9	4	down	NA
000309	EE	1	5	down	NA
000309	CENTER	4	5	down	NA
000309	A	1	6	down	NA
000309	DESERT	3	6	down	NA
000309	NEEDS	1	7	down	NA
000309	ONA	7	7	down	NA
000309	TALE	1	8	down	NA
000309	PLAN	6	8	down	NA
000310	STARTER	2	1	across	NA
000310	URGE	3	1	across	NA
000310	XO	3	6	across	NA
000310	PEA	4	1	across	NA
000310	RIT	4	5	across	NA
000310	EE	5	1	across	NA
000310	TALE	5	4	across	NA
000310	R	6	1	across	NA
000310	METE	6	3	across	NA
000310	SLANT	7	1	across	NA
000310	B	7	7	across	NA
000310	TOTALLY	8	1	across	NA
000310	AN	9	1	across	NA
000310	NEAT	9	4	across	NA
000310	RENT	10	1	across	NA
000310	IE	10	6	across	NA
000310	SUPERSTAR	1	2	down	NA
000310	TREE	1	3	down	NA
000310	LONE	6	3	down	NA
000310	AGA	1	4	down	NA
000310	MAT	5	4	down	NA
000310	N	9	4	down	NA
000310	RE	1	5	down	NA
000310	TENANT	4	5	down	NA
000310	T	1	6	down	NA
000310	RATTLE	3	6	down	NA
000310	EXILE	1	7	down	NA
000310	LAI	7	7	down	NA
000310	ROTE	1	8	down	NA
000310	BYTE	6	8	down	NA
000311	CORRECT	2	1	across	NA
000311	HOUR	3	1	across	NA
000311	RU	3	6	across	NA
000311	RPE	4	1	across	NA
000311	SAT	4	5	across	NA
000311	IS	5	1	across	NA
000311	MENU	5	4	across	NA
000311	S	6	1	across	NA
000311	TANK	6	3	across	NA
000311	TERMS	7	1	across	NA
000311	T	7	7	across	NA
000311	MAMMOTH	8	1	across	NA
000311	AV	9	1	across	NA
000311	ARIA	9	4	across	NA
000311	SELL	10	1	across	NA
000311	EN	10	6	across	NA
000311	CHRISTMAS	1	2	down	NA
000311	OOPS	1	3	down	NA
000311	EAVE	6	3	down	NA
000311	RUE	1	4	down	NA
000311	TRM	5	4	down	NA
000311	L	9	4	down	NA
000311	RR	1	5	down	NA
000311	MAMMAL	4	5	down	NA
000311	E	1	6	down	NA
000311	SENSOR	3	6	down	NA
000311	CRANK	1	7	down	NA
000311	TIE	7	7	down	NA
000311	TUTU	1	8	down	NA
000311	THAN	6	8	down	NA
000312	DIPLOMA	2	1	across	NA
000312	IMS	3	1	across	NA
000312	CON	3	5	across	NA
000312	SAGA	4	1	across	NA
000312	AN	4	6	across	NA
000312	AM	5	1	across	NA
000312	UPTO	5	4	across	NA
000312	P	6	1	across	NA
000312	ETH	6	3	across	NA
000312	Y	6	7	across	NA
000312	PERIOD	7	1	across	NA
000312	ELASTIC	8	1	across	NA
000312	AO	9	1	across	NA
000312	MORE	9	4	across	NA
000312	RNC	10	1	across	NA
000312	NEE	10	5	across	NA
000312	DISAPPEAR	1	2	down	NA
000312	IMAM	1	3	down	NA
000312	ELON	6	3	down	NA
000312	PSG	1	4	down	NA
000312	ERA	5	4	down	NA
000312	C	9	4	down	NA
000312	L	1	5	down	NA
000312	AUTISM	3	5	down	NA
000312	OC	1	6	down	NA
000312	PHOTON	4	6	down	NA
000312	MOAT	1	7	down	NA
000312	DIRE	6	7	down	NA
000312	ANNOY	1	8	down	NA
000312	CEE	7	8	down	NA
000313	SCRATCH	2	1	across	NA
000313	HOPE	3	1	across	NA
000313	RO	3	6	across	NA
000313	ARE	4	1	across	NA
000313	CIS	4	5	across	NA
000313	TE	5	1	across	NA
000313	TAME	5	4	across	NA
000313	T	6	1	across	NA
000313	LANE	6	3	across	NA
000313	EMPTY	7	1	across	NA
000313	B	7	7	across	NA
000313	RESTORE	8	1	across	NA
000313	ER	9	1	across	NA
000313	ONCE	9	4	across	NA
000313	DEMO	10	1	across	NA
000313	TS	10	6	across	NA
000313	SHATTERED	1	2	down	NA
000313	CORE	1	3	down	NA
000313	MERE	6	3	down	NA
000313	RPE	1	4	down	NA
000313	LPS	5	4	down	NA
000313	M	9	4	down	NA
000313	AE	1	5	down	NA
000313	TATTOO	4	5	down	NA
000313	T	1	6	down	NA
000313	CANYON	3	6	down	NA
000313	CRIME	1	7	down	NA
000313	RCT	7	7	down	NA
000313	HOSE	1	8	down	NA
000313	BEES	6	8	down	NA
000314	SELFISH	2	1	across	NA
000314	AME	3	1	across	NA
000314	SAY	3	5	across	NA
000314	TIDE	4	1	across	NA
000314	LP	4	6	across	NA
000314	IR	5	1	across	NA
000314	ARSE	5	4	across	NA
000314	S	6	1	across	NA
000314	AREA	6	3	across	NA
000314	FAINT	7	1	across	NA
000314	M	7	7	across	NA
000314	IMMERSE	8	1	across	NA
000314	EB	9	1	across	NA
000314	SODA	9	4	across	NA
000314	DIET	10	1	across	NA
000314	FD	10	6	across	NA
000314	SATISFIED	1	2	down	NA
000314	EMIR	1	3	down	NA
000314	AMBI	6	3	down	NA
000314	LED	1	4	down	NA
000314	AIM	5	4	down	NA
000314	E	9	4	down	NA
000314	F	1	5	down	NA
000314	EARNEST	3	5	down	NA
000314	IS	1	6	down	NA
000314	RETRO	4	6	down	NA
000314	SALSA	1	7	down	NA
000314	SDF	7	7	down	NA
000314	HYPE	1	8	down	NA
000314	MEAD	6	8	down	NA
000315	REMAINS	2	1	across	NA
000315	EVE	3	1	across	NA
000315	EEP	3	5	across	NA
000315	MEAN	4	1	across	NA
000315	AE	4	6	across	NA
000315	AR	5	1	across	NA
000315	OKRA	5	4	across	NA
000315	I	6	1	across	NA
000315	ANN	6	3	across	NA
000315	K	6	7	across	NA
000315	NAUSEA	7	1	across	NA
000315	DISTANT	8	1	across	NA
000315	ED	9	1	across	NA
000315	ODOR	9	4	across	NA
000315	REAP	10	1	across	NA
000315	NI	10	6	across	NA
000315	REMAINDER	1	2	down	NA
000315	EVER	1	3	down	NA
000315	AIDE	6	3	down	NA
000315	MEA	1	4	down	NA
000315	AUS	5	4	down	NA
000315	A	9	4	down	NA
000315	A	1	5	down	NA
000315	NONSTOP	3	5	down	NA
000315	IE	1	6	down	NA
000315	KNEAD	4	6	down	NA
000315	NEAR	1	7	down	NA
000315	ANON	6	7	down	NA
000315	SPEAK	1	8	down	NA
000315	TRI	7	8	down	NA
000316	ACTRESS	2	1	across	NA
000316	ERA	3	1	across	NA
000316	AEP	3	5	across	NA
000316	SANE	4	1	across	NA
000316	AE	4	6	across	NA
000316	TM	5	1	across	NA
000316	TERN	5	4	across	NA
000316	H	6	1	across	NA
000316	SHY	6	3	across	NA
000316	T	6	7	across	NA
000316	EARNER	7	1	across	NA
000316	TRAILER	8	1	across	NA
000316	IE	9	1	across	NA
000316	CIAO	9	4	across	NA
000316	CAL	10	1	across	NA
000316	DRY	10	5	across	NA
000316	AESTHETIC	1	2	down	NA
000316	CRAM	1	3	down	NA
000316	AREA	6	3	down	NA
000316	TAN	1	4	down	NA
000316	SRA	5	4	down	NA
000316	L	9	4	down	NA
000316	R	1	5	down	NA
000316	ETHNIC	3	5	down	NA
000316	EA	1	6	down	NA
000316	EYELID	4	6	down	NA
000316	SEAR	1	7	down	NA
000316	REAR	6	7	down	NA
000316	SPENT	1	8	down	NA
000316	ROY	7	8	down	NA
000317	PALETTE	2	1	across	NA
000317	ROAR	3	1	across	NA
000317	IV	3	6	across	NA
000317	O	4	1	across	NA
000317	TRADE	4	3	across	NA
000317	CUE	5	1	across	NA
000317	PAR	5	5	across	NA
000317	E	6	1	across	NA
000317	RAIL	6	3	across	NA
000317	SNARE	7	1	across	NA
000317	S	7	7	across	NA
000317	SOLICIT	8	1	across	NA
000317	ES	9	1	across	NA
000317	SEER	9	4	across	NA
000317	DYKE	10	1	across	NA
000317	TO	10	6	across	NA
000317	PROCESSED	1	2	down	NA
000317	AO	1	3	down	NA
000317	U	4	3	down	NA
000317	NOSY	6	3	down	NA
000317	LATERAL	1	4	down	NA
000317	K	9	4	down	NA
000317	ERR	1	5	down	NA
000317	ARISE	5	5	down	NA
000317	T	1	6	down	NA
000317	APIECE	3	6	down	NA
000317	TIDAL	1	7	down	NA
000317	IET	7	7	down	NA
000317	EVER	1	8	down	NA
000317	STRO	6	8	down	NA
000318	ADMIRAL	2	1	across	NA
000318	TEAM	3	1	across	NA
000318	IE	3	6	across	NA
000318	TAP	4	1	across	NA
000318	MSS	4	5	across	NA
000318	EN	5	1	across	NA
000318	BELT	5	4	across	NA
000318	M	6	1	across	NA
000318	COME	6	3	across	NA
000318	PESTO	7	1	across	NA
000318	O	7	7	across	NA
000318	TUITION	8	1	across	NA
000318	ER	9	1	across	NA
000318	ORAL	9	4	across	NA
000318	DOOM	10	1	across	NA
000318	RY	10	6	across	NA
000318	ATTEMPTED	1	2	down	NA
000318	DEAN	1	3	down	NA
000318	EURO	6	3	down	NA
000318	MAP	1	4	down	NA
000318	CSI	5	4	down	NA
000318	O	9	4	down	NA
000318	IM	1	5	down	NA
000318	BOTTOM	4	5	down	NA
000318	R	1	6	down	NA
000318	MEMOIR	3	6	down	NA
000318	AISLE	1	7	down	NA
000318	OAR	7	7	down	NA
000318	LEST	1	8	down	NA
000318	ONLY	6	8	down	NA
000319	REALTOR	2	1	across	NA
000319	EVY	3	1	across	NA
000319	ABA	3	5	across	NA
000319	SEAR	4	1	across	NA
000319	EN	4	6	across	NA
000319	IR	5	1	across	NA
000319	EAST	5	4	across	NA
000319	S	6	1	across	NA
000319	RULE	6	3	across	NA
000319	TAUNT	7	1	across	NA
000319	I	7	7	across	NA
000319	AMBIENT	8	1	across	NA
000319	NM	9	1	across	NA
000319	TREE	9	4	across	NA
000319	TOTE	10	1	across	NA
000319	OM	10	6	across	NA
000319	RESISTANT	1	2	down	NA
000319	EVER	1	3	down	NA
000319	AMMO	6	3	down	NA
000319	AYA	1	4	down	NA
000319	RUB	5	4	down	NA
000319	T	9	4	down	NA
000319	L	1	5	down	NA
000319	REUNITE	3	5	down	NA
000319	TA	1	6	down	NA
000319	ALTER	4	6	down	NA
000319	OBESE	1	7	down	NA
000319	NEO	7	7	down	NA
000319	RANT	1	8	down	NA
000319	ITEM	6	8	down	NA
000320	PARTIAL	2	1	across	NA
000320	RUNE	3	1	across	NA
000320	IO	3	6	across	NA
000320	ARA	4	1	across	NA
000320	CSS	4	5	across	NA
000320	CA	5	1	across	NA
000320	SALE	5	4	across	NA
000320	T	6	1	across	NA
000320	TIRE	6	3	across	NA
000320	IMAGE	7	1	across	NA
000320	S	7	7	across	NA
000320	COUNSEL	8	1	across	NA
000320	AN	9	1	across	NA
000320	ASIA	9	4	across	NA
000320	LOLL	10	1	across	NA
000320	NT	10	6	across	NA
000320	PRACTICAL	1	2	down	NA
000320	AURA	1	3	down	NA
000320	MONO	6	3	down	NA
000320	RNA	1	4	down	NA
000320	TAU	5	4	down	NA
000320	L	9	4	down	NA
000320	TE	1	5	down	NA
000320	SIGNAL	4	5	down	NA
000320	I	1	6	down	NA
000320	CARESS	3	6	down	NA
000320	AISLE	1	7	down	NA
000320	EIN	7	7	down	NA
000320	LOSE	1	8	down	NA
000320	SLAT	6	8	down	NA
000321	CHARITY	2	1	across	NA
000321	HEM	3	1	across	NA
000321	MAO	3	5	across	NA
000321	REST	4	1	across	NA
000321	SK	4	6	across	NA
000321	IL	5	1	across	NA
000321	RATE	5	4	across	NA
000321	S	6	1	across	NA
000321	NAPE	6	3	across	NA
000321	THEIR	7	1	across	NA
000321	A	7	7	across	NA
000321	MEANING	8	1	across	NA
000321	AA	9	1	across	NA
000321	ELSE	9	4	across	NA
000321	STIR	10	1	across	NA
000321	AS	10	6	across	NA
000321	CHRISTMAS	1	2	down	NA
000321	HEEL	1	3	down	NA
000321	HEAT	6	3	down	NA
000321	AMS	1	4	down	NA
000321	NEA	5	4	down	NA
000321	I	9	4	down	NA
000321	R	1	5	down	NA
000321	TRAINER	3	5	down	NA
000321	IM	1	6	down	NA
000321	APRIL	4	6	down	NA
000321	TASTE	1	7	down	NA
000321	NSA	7	7	down	NA
000321	YOKE	1	8	down	NA
000321	AGES	6	8	down	NA
000322	DEPRESS	2	1	across	NA
000322	EXT	3	1	across	NA
000322	NET	3	5	across	NA
000322	PALM	4	1	across	NA
000322	EA	4	6	across	NA
000322	RM	5	1	across	NA
000322	ASPS	5	4	across	NA
000322	E	6	1	across	NA
000322	NST	6	3	across	NA
000322	H	6	7	across	NA
000322	SITCOM	7	1	across	NA
000322	SCHOLAR	8	1	across	NA
000322	EO	9	1	across	NA
000322	TERM	9	4	across	NA
000322	DNA	10	1	across	NA
000322	NEY	10	5	across	NA
000322	DEPRESSED	1	2	down	NA
000322	EXAM	1	3	down	NA
000322	ICON	6	3	down	NA
000322	PTL	1	4	down	NA
000322	NTH	5	4	down	NA
000322	A	9	4	down	NA
